category,current_price,stock_remaining,weekly_sales,day,month,weekend,recommended_price
Vegetables,63.68,460,116,Wednesday,October,0,71.32
Vegetables,113.14,253,67,Wednesday,October,0,118.8
Dairy,126.14,429,12,Thursday,August,0,113.53
Personal Care,286.11,490,90,Monday,February,0,300.42
Fruits,223.37,171,48,Monday,December,0,223.37
Dairy,146.75,423,64,Wednesday,November,0,146.75
Snacks,371.53,54,43,Sunday,August,1,390.11
Household,325.87,341,111,Tuesday,March,0,364.97
Household,35.69,276,32,Sunday,September,1,35.69
Frozen,27.53,102,75,Monday,April,0,28.91
Frozen,252.89,285,55,Thursday,June,0,252.89
Frozen,241.27,189,110,Tuesday,June,0,270.22
Bakery,445.42,128,34,Saturday,December,1,445.42
Fruits,149.38,307,120,Tuesday,August,0,167.31
Dairy,263.88,88,8,Thursday,September,0,237.49
Dairy,383.65,367,4,Tuesday,August,0,345.28
Vegetables,53.61,2,15,Monday,April,0,53.61
Beverages,403.08,3,65,Tuesday,April,0,423.23
Personal Care,454.25,417,99,Thursday,January,0,476.96
Dairy,292.63,178,63,Saturday,September,1,307.26
Vegetables,405.25,182,15,Thursday,July,0,364.73
Bakery,285.63,256,113,Thursday,May,0,319.91
Personal Care,140.27,307,7,Wednesday,April,0,126.24
Personal Care,374.98,362,115,Thursday,December,0,419.98
Bakery,222.74,332,19,Tuesday,December,0,200.47
Beverages,492.74,354,108,Thursday,March,0,551.87
Frozen,61.28,175,35,Sunday,November,1,61.28
Dairy,92.99,196,3,Saturday,March,1,83.69
Vegetables,328.35,436,102,Thursday,June,0,344.77
Household,296.52,463,12,Saturday,September,1,266.87
Household,197.7,260,104,Thursday,May,0,221.42
Snacks,426.41,343,75,Thursday,May,0,447.73
Household,103.19,311,9,Friday,January,0,92.87
Beverages,124.31,151,72,Thursday,July,0,130.53
Bakery,394.6,156,39,Wednesday,April,0,394.6
Snacks,338.12,394,57,Tuesday,July,0,338.12
Dairy,314.04,433,8,Friday,June,0,282.64
Fruits,176.33,399,95,Thursday,October,0,185.15
Personal Care,226.97,386,28,Monday,September,0,204.27
Snacks,330.42,93,91,Friday,January,0,370.07
Dairy,87.64,478,76,Tuesday,November,0,92.02
Fruits,273.24,408,44,Tuesday,April,0,273.24
Personal Care,205.75,487,85,Monday,June,0,216.04
Bakery,396.85,460,21,Monday,July,0,357.17
Fruits,207.59,3,106,Friday,October,0,232.5
Frozen,31.67,11,49,Thursday,June,0,33.25
Vegetables,443.95,229,65,Saturday,March,1,466.15
Personal Care,73.42,190,109,Thursday,June,0,82.23
Vegetables,74.09,296,28,Friday,June,0,66.68
Personal Care,354.2,470,6,Saturday,November,1,318.78
Personal Care,363.73,321,44,Monday,December,0,363.73
Snacks,441.82,282,52,Tuesday,September,0,441.82
Snacks,375.79,194,50,Friday,January,0,375.79
Vegetables,68.7,132,38,Friday,September,0,68.7
Frozen,498.25,71,78,Saturday,July,1,558.04
Household,494.22,94,88,Friday,December,0,553.53
Snacks,434.24,177,85,Tuesday,January,0,455.95
Fruits,18.16,457,77,Sunday,February,1,19.07
Dairy,400.01,362,68,Saturday,August,1,420.01
Vegetables,218.17,12,10,Wednesday,January,0,196.35
Vegetables,358.29,327,103,Tuesday,April,0,401.28
Personal Care,406.59,37,23,Friday,September,0,406.59
Beverages,305.42,331,96,Wednesday,June,0,320.69
Personal Care,379.25,261,27,Tuesday,August,0,341.32
Vegetables,265.23,156,84,Thursday,December,0,278.49
Personal Care,80.91,180,4,Thursday,May,0,72.82
Snacks,267.92,69,6,Sunday,April,1,241.13
Household,414.77,31,84,Saturday,January,1,464.54
Fruits,259.1,229,58,Sunday,June,1,272.06
Household,10.29,398,42,Tuesday,December,0,10.29
Household,247.24,465,109,Saturday,November,1,276.91
Frozen,359.36,334,29,Thursday,August,0,323.42
Snacks,116.47,200,9,Wednesday,March,0,104.82
Personal Care,241.16,44,46,Sunday,February,1,253.22
Frozen,369.95,77,79,Wednesday,July,0,388.45
Frozen,357.3,329,36,Friday,December,0,357.3
Beverages,480.76,136,84,Tuesday,July,0,504.8
Personal Care,277.38,39,57,Friday,March,0,291.25
Fruits,343.78,382,64,Thursday,April,0,343.78
Dairy,383.61,35,34,Sunday,July,1,383.61
Dairy,49.21,343,33,Sunday,February,1,49.21
Frozen,160.22,460,93,Monday,January,0,168.23
Beverages,170.43,347,66,Sunday,April,1,178.95
Household,464.34,336,118,Thursday,March,0,520.06
Fruits,264.94,321,104,Friday,August,0,296.73
Fruits,244.49,169,34,Monday,March,0,244.49
Snacks,155.85,242,98,Monday,May,0,174.55
Household,66.09,99,58,Wednesday,November,0,69.39
Dairy,391.98,273,83,Sunday,March,1,411.58
Frozen,411.04,409,105,Saturday,July,1,460.36
Household,98.61,115,117,Saturday,July,1,110.44
Fruits,187.35,92,59,Wednesday,May,0,196.72
Household,340.36,133,2,Tuesday,May,0,306.32
Vegetables,380.43,497,74,Tuesday,October,0,380.43
Fruits,187.01,184,43,Tuesday,July,0,187.01
Personal Care,317.91,87,24,Saturday,January,1,317.91
Personal Care,224.64,170,33,Wednesday,August,0,224.64
Frozen,185.44,449,91,Saturday,April,1,194.71
Dairy,43.35,288,94,Saturday,August,1,48.55
Frozen,388.53,448,78,Tuesday,August,0,407.96
Dairy,143.55,123,66,Friday,June,0,150.73
Beverages,434.41,266,58,Monday,June,0,434.41
Vegetables,124.34,334,84,Sunday,May,1,130.56
Snacks,22.08,422,75,Friday,December,0,23.18
Fruits,450.31,123,71,Wednesday,May,0,472.83
Personal Care,437.7,91,103,Wednesday,January,0,490.22
Beverages,311.49,394,34,Sunday,September,1,280.34
Dairy,157.76,218,66,Friday,July,0,165.65
Vegetables,321.77,24,70,Saturday,August,1,337.86
Frozen,107.69,460,108,Wednesday,November,0,113.07
Beverages,248.94,158,57,Sunday,August,1,261.39
Bakery,64.6,229,71,Thursday,April,0,67.83
Fruits,393.2,275,11,Wednesday,July,0,353.88
Bakery,421.06,207,21,Monday,December,0,378.95
Fruits,113.7,478,61,Sunday,February,1,113.7
Snacks,373.61,370,64,Tuesday,February,0,373.61
Personal Care,19.83,328,28,Monday,October,0,17.85
Bakery,204.92,213,111,Sunday,December,1,229.51
Bakery,217.86,160,96,Saturday,November,1,244.0
Frozen,312.49,280,67,Saturday,October,1,328.11
Frozen,244.96,473,51,Tuesday,December,0,244.96
Bakery,256.08,93,40,Thursday,October,0,256.08
Beverages,71.72,253,52,Saturday,September,1,71.72
Frozen,225.58,352,59,Monday,July,0,225.58
Fruits,55.08,138,67,Saturday,October,1,57.83
Household,235.52,73,43,Thursday,September,0,235.52
Household,349.01,99,41,Tuesday,October,0,349.01
Vegetables,37.03,14,101,Friday,April,0,41.47
Personal Care,381.65,115,100,Thursday,April,0,427.45
Personal Care,177.15,66,37,Thursday,February,0,177.15
Bakery,179.47,162,67,Tuesday,March,0,188.44
Bakery,283.11,424,73,Wednesday,February,0,297.27
Fruits,55.12,310,1,Thursday,January,0,49.61
Frozen,233.54,335,55,Saturday,October,1,233.54
Snacks,415.09,60,27,Monday,July,0,415.09
Personal Care,163.23,284,26,Tuesday,July,0,146.91
Personal Care,89.06,166,2,Sunday,April,1,80.15
Household,129.97,356,118,Saturday,December,1,145.57
Beverages,409.52,46,5,Monday,March,0,368.57
Household,474.49,358,52,Thursday,June,0,474.49
Bakery,153.19,302,86,Friday,June,0,160.85
Fruits,240.9,120,13,Saturday,August,1,216.81
Dairy,186.58,273,85,Saturday,March,1,195.91
Household,280.41,96,6,Monday,May,0,252.37
Snacks,171.58,190,50,Sunday,April,1,180.16
Frozen,438.65,316,66,Friday,November,0,460.58
Snacks,224.1,222,31,Thursday,November,0,224.1
Personal Care,491.66,160,93,Wednesday,October,0,550.66
Vegetables,439.42,16,85,Thursday,April,0,492.15
Beverages,394.15,441,58,Sunday,April,1,394.15
Beverages,320.54,194,106,Saturday,January,1,359.0
Personal Care,78.9,298,38,Tuesday,October,0,78.9
Beverages,380.61,46,79,Sunday,March,1,426.28
Personal Care,228.98,490,28,Saturday,November,1,206.08
Household,34.57,309,85,Thursday,September,0,36.3
Beverages,39.28,297,95,Tuesday,September,0,41.24
Fruits,75.85,61,13,Tuesday,January,0,68.27
Snacks,260.68,371,76,Friday,September,0,273.71
Snacks,297.89,421,77,Sunday,January,1,312.78
Bakery,190.85,2,100,Saturday,November,1,213.75
Household,314.62,482,39,Thursday,July,0,283.16
Bakery,222.94,386,8,Saturday,November,1,200.65
Frozen,261.3,487,31,Monday,May,0,235.17
Dairy,13.0,498,42,Saturday,December,1,11.7
Personal Care,436.38,267,3,Monday,December,0,392.74
Snacks,68.07,446,116,Wednesday,April,0,76.24
Snacks,213.98,469,46,Thursday,May,0,213.98
Snacks,101.02,377,113,Monday,February,0,113.14
Household,140.37,171,80,Saturday,December,1,147.39
Beverages,293.18,389,88,Thursday,October,0,307.84
Bakery,302.19,432,114,Friday,November,0,338.45
Dairy,305.11,35,31,Thursday,May,0,305.11
Bakery,250.15,214,41,Saturday,October,1,250.15
Beverages,18.85,431,106,Wednesday,October,0,19.79
Personal Care,275.6,105,101,Thursday,January,0,308.67
Dairy,446.03,39,54,Sunday,September,1,468.33
Dairy,62.63,43,44,Sunday,November,1,65.76
Snacks,495.11,214,3,Friday,July,0,445.6
Personal Care,113.0,154,47,Saturday,April,1,118.65
Personal Care,448.48,253,27,Tuesday,January,0,403.63
Dairy,426.62,212,5,Monday,June,0,383.96
Snacks,174.04,412,81,Sunday,January,1,182.74
Household,118.02,407,99,Wednesday,July,0,123.92
Beverages,464.26,347,72,Friday,December,0,487.47
Vegetables,326.96,353,105,Friday,January,0,366.2
Personal Care,497.22,254,6,Wednesday,July,0,447.5
Personal Care,280.17,359,43,Wednesday,June,0,280.17
Bakery,344.75,292,94,Tuesday,March,0,361.99
Personal Care,25.48,171,115,Sunday,November,1,28.54
Fruits,380.79,345,101,Wednesday,February,0,426.48
Bakery,456.71,290,27,Wednesday,April,0,411.04
Bakery,317.12,121,66,Saturday,October,1,332.98
Bakery,349.87,417,99,Thursday,August,0,367.36
Fruits,346.74,320,112,Saturday,June,1,388.35
Beverages,45.53,260,117,Sunday,June,1,50.99
Vegetables,426.74,194,68,Saturday,January,1,448.08
Personal Care,350.57,97,78,Wednesday,March,0,368.1
Dairy,26.03,406,66,Saturday,November,1,27.33
Vegetables,297.62,74,42,Sunday,September,1,312.5
Household,247.19,405,26,Friday,December,0,222.47
Vegetables,32.09,245,4,Tuesday,August,0,28.88
Fruits,111.01,43,20,Monday,June,0,111.01
Vegetables,397.15,210,73,Saturday,December,1,417.01
Personal Care,264.49,106,89,Monday,August,0,296.23
Personal Care,265.05,486,71,Monday,April,0,265.05
Personal Care,487.78,371,76,Wednesday,December,0,512.17
Bakery,462.86,8,41,Monday,December,0,486.0
Bakery,281.24,125,91,Sunday,December,1,314.99
Frozen,46.73,450,5,Monday,January,0,42.06
Personal Care,262.21,184,39,Saturday,November,1,262.21
Bakery,364.63,395,95,Tuesday,November,0,382.86
Snacks,336.07,260,119,Monday,January,0,376.4
Personal Care,342.41,85,41,Wednesday,April,0,342.41
Frozen,81.59,432,47,Thursday,February,0,81.59
Personal Care,141.78,480,20,Saturday,December,1,127.6
Vegetables,228.27,33,117,Sunday,January,1,255.66
Snacks,334.06,63,43,Tuesday,October,0,334.06
Personal Care,62.86,413,56,Monday,February,0,62.86
Bakery,443.56,158,66,Tuesday,March,0,465.74
Personal Care,377.57,20,77,Thursday,December,0,422.88
Household,464.76,70,120,Saturday,July,1,520.53
Bakery,74.54,199,105,Sunday,July,1,83.48
Personal Care,262.97,470,90,Sunday,November,1,276.12
Dairy,10.9,33,22,Saturday,April,1,10.9
Snacks,488.79,12,16,Thursday,August,0,488.79
Frozen,175.26,189,81,Thursday,November,0,184.02
Fruits,453.79,96,29,Friday,December,0,453.79
Snacks,200.23,158,13,Wednesday,April,0,180.21
Personal Care,147.96,457,22,Tuesday,September,0,133.16
Dairy,377.48,136,85,Friday,November,0,396.35
Dairy,163.75,103,66,Saturday,December,1,171.94
Dairy,177.94,315,48,Monday,October,0,177.94
Personal Care,89.29,329,9,Thursday,September,0,80.36
Snacks,204.65,170,58,Thursday,March,0,214.88
Bakery,22.88,257,63,Tuesday,August,0,24.02
Personal Care,477.21,63,7,Sunday,June,1,429.49
Bakery,459.02,468,45,Saturday,August,1,459.02
Vegetables,376.38,384,113,Monday,June,0,421.55
Household,174.71,283,40,Friday,June,0,174.71
Household,92.06,218,33,Tuesday,November,0,92.06
Household,78.87,50,62,Tuesday,March,0,82.81
Vegetables,159.69,136,100,Friday,August,0,178.85
Beverages,287.6,31,85,Tuesday,January,0,322.11
Beverages,312.44,330,119,Thursday,March,0,349.93
Frozen,164.04,55,84,Saturday,April,1,183.72
Personal Care,81.35,160,81,Wednesday,August,0,85.42
Vegetables,379.22,126,14,Wednesday,June,0,341.3
Frozen,77.22,191,30,Monday,April,0,77.22
Dairy,443.02,144,109,Monday,April,0,496.18
Dairy,17.45,58,27,Monday,May,0,17.45
Frozen,158.16,158,24,Monday,May,0,158.16
Snacks,237.84,245,65,Saturday,November,1,249.73
Dairy,482.62,191,43,Saturday,October,1,482.62
Beverages,372.1,457,62,Thursday,January,0,372.1
Beverages,219.44,380,40,Friday,August,0,219.44
Frozen,315.25,334,61,Friday,October,0,315.25
Vegetables,468.9,357,24,Wednesday,July,0,422.01
Frozen,327.5,157,10,Monday,April,0,294.75
Household,17.55,230,89,Thursday,May,0,18.43
Frozen,231.33,359,58,Saturday,July,1,231.33
Snacks,116.71,211,65,Monday,January,0,122.55
Fruits,65.46,55,79,Sunday,May,1,73.32
Fruits,163.95,337,100,Wednesday,November,0,172.15
Beverages,72.79,49,9,Tuesday,August,0,65.51
Dairy,368.79,73,17,Saturday,June,1,368.79
Snacks,125.38,368,117,Tuesday,April,0,140.43
Vegetables,52.0,156,30,Tuesday,February,0,52.0
Frozen,448.54,487,10,Thursday,July,0,403.69
Fruits,160.63,158,117,Thursday,October,0,179.91
Fruits,29.44,59,15,Friday,September,0,29.44
Household,449.78,406,15,Monday,June,0,404.8
Fruits,277.12,233,17,Tuesday,October,0,249.41
Dairy,457.62,254,16,Wednesday,November,0,411.86
Household,468.53,265,52,Monday,March,0,468.53
Frozen,157.7,108,52,Sunday,March,1,165.59
Personal Care,176.07,261,69,Saturday,May,1,184.87
Frozen,372.98,436,27,Thursday,February,0,335.68
Personal Care,236.23,283,64,Wednesday,January,0,248.04
Vegetables,338.33,183,83,Saturday,August,1,355.25
Bakery,43.07,500,105,Sunday,August,1,45.22
Vegetables,136.5,158,36,Monday,January,0,136.5
Beverages,369.32,423,34,Sunday,September,1,332.39
Personal Care,93.29,158,120,Tuesday,August,0,104.48
Snacks,208.95,220,7,Wednesday,May,0,188.06
Vegetables,380.33,403,95,Thursday,February,0,399.35
Bakery,273.9,39,53,Monday,September,0,287.59
Beverages,372.52,368,57,Saturday,April,1,372.52
Personal Care,413.58,238,37,Friday,July,0,413.58
Fruits,486.47,380,38,Wednesday,December,0,437.82
Beverages,236.78,121,89,Tuesday,November,0,265.19
Bakery,323.89,425,103,Friday,February,0,340.08
Household,213.54,168,110,Wednesday,February,0,239.16
Snacks,397.66,142,81,Sunday,November,1,445.38
Household,178.32,225,77,Thursday,November,0,187.24
Dairy,364.7,308,101,Saturday,January,1,408.46
Fruits,447.78,329,8,Sunday,May,1,403.0
Household,175.32,108,4,Monday,February,0,157.79
Fruits,105.96,398,119,Wednesday,February,0,118.68
Beverages,240.67,493,45,Friday,March,0,216.6
Bakery,322.77,295,81,Friday,June,0,338.91
Frozen,229.42,66,34,Monday,June,0,229.42
Household,177.55,331,118,Saturday,March,1,198.86
Household,427.12,54,64,Thursday,May,0,448.48
Vegetables,184.06,165,20,Saturday,July,1,184.06
Personal Care,457.14,389,113,Saturday,May,1,512.0
Snacks,224.51,80,65,Saturday,March,1,235.74
Beverages,21.6,66,7,Wednesday,February,0,19.44
Dairy,215.01,464,74,Thursday,January,0,215.01
Fruits,89.35,175,21,Saturday,January,1,89.35
Bakery,364.85,263,60,Thursday,January,0,383.09
Frozen,231.19,119,57,Tuesday,June,0,242.75
Dairy,36.92,123,21,Monday,December,0,36.92
Household,200.96,430,80,Tuesday,March,0,211.01
Dairy,193.5,1,55,Saturday,June,1,203.18
Dairy,204.51,291,50,Saturday,February,1,204.51
Household,458.48,267,33,Wednesday,November,0,458.48
Household,72.04,204,33,Friday,May,0,72.04
Bakery,60.71,381,4,Sunday,January,1,54.64
Beverages,26.26,292,49,Thursday,July,0,26.26
Dairy,155.76,486,102,Thursday,March,0,163.55
Snacks,473.34,50,108,Wednesday,February,0,530.14
Fruits,164.37,309,49,Thursday,October,0,164.37
Beverages,446.38,209,4,Wednesday,September,0,401.74
Frozen,183.29,42,35,Saturday,April,1,183.29
Personal Care,450.42,92,5,Thursday,January,0,405.38
Personal Care,116.32,405,88,Monday,August,0,122.14
Fruits,92.5,74,72,Thursday,May,0,97.12
Household,457.14,291,25,Saturday,July,1,411.43
Fruits,466.88,85,70,Saturday,July,1,490.22
Dairy,50.2,397,51,Saturday,November,1,50.2
Fruits,337.16,272,58,Tuesday,September,0,337.16
Vegetables,38.1,54,9,Sunday,April,1,34.29
Dairy,329.93,89,88,Friday,March,0,369.52
Snacks,269.52,187,119,Tuesday,March,0,301.86
Snacks,238.07,172,6,Wednesday,May,0,214.26
Vegetables,402.93,204,84,Tuesday,November,0,423.08
Beverages,139.33,282,88,Friday,July,0,146.3
Vegetables,132.67,18,36,Sunday,February,1,132.67
Beverages,214.88,203,93,Saturday,June,1,240.67
Household,319.19,67,60,Friday,April,0,335.15
Snacks,332.76,293,61,Monday,March,0,332.76
Bakery,445.09,153,86,Thursday,February,0,467.34
Frozen,310.2,382,98,Monday,May,0,325.71
Fruits,338.0,38,7,Tuesday,October,0,304.2
Frozen,334.38,333,84,Wednesday,May,0,351.1
Personal Care,50.45,384,6,Sunday,May,1,45.41
Snacks,249.75,444,5,Tuesday,October,0,224.78
Frozen,234.62,450,5,Wednesday,January,0,211.16
Snacks,167.48,399,106,Sunday,March,1,187.58
Snacks,475.17,419,24,Sunday,May,1,427.65
Frozen,337.1,396,42,Sunday,July,1,337.1
Dairy,154.11,390,115,Wednesday,February,0,172.6
Bakery,296.72,17,117,Thursday,June,0,332.33
Frozen,368.7,91,111,Tuesday,November,0,412.94
Frozen,247.76,37,98,Monday,February,0,277.49
Fruits,259.25,59,24,Wednesday,October,0,259.25
Beverages,343.97,92,102,Friday,February,0,385.25
Frozen,302.46,484,18,Sunday,March,1,272.21
Beverages,441.37,311,19,Wednesday,April,0,397.23
Vegetables,136.05,283,57,Wednesday,August,0,136.05
Frozen,52.45,208,48,Saturday,August,1,52.45
Beverages,88.34,133,111,Wednesday,September,0,98.94
Vegetables,488.66,449,31,Thursday,July,0,439.79
Dairy,254.83,287,28,Tuesday,November,0,229.35
Personal Care,33.35,103,94,Sunday,April,1,37.35
Fruits,260.51,201,109,Saturday,February,1,291.77
Household,418.27,296,24,Sunday,July,1,376.44
Frozen,266.0,196,83,Friday,January,0,279.3
Vegetables,472.83,247,76,Wednesday,July,0,496.47
Household,126.9,13,7,Tuesday,March,0,114.21
Fruits,499.4,7,79,Tuesday,December,0,559.33
Frozen,332.92,9,36,Thursday,January,0,332.92
Beverages,284.55,121,115,Tuesday,August,0,318.7
Bakery,139.78,350,15,Tuesday,August,0,125.8
Personal Care,230.29,91,64,Sunday,October,1,241.8
Snacks,293.6,324,19,Saturday,July,1,264.24
Vegetables,314.83,448,74,Wednesday,May,0,330.57
Beverages,254.39,214,95,Tuesday,October,0,284.92
Snacks,367.18,390,32,Thursday,December,0,330.46
Vegetables,114.99,386,40,Monday,November,0,114.99
Fruits,95.19,470,66,Monday,October,0,95.19
Household,309.74,54,81,Saturday,July,1,346.91
Bakery,335.75,14,76,Sunday,September,1,376.04
Dairy,303.9,288,93,Monday,May,0,319.09
Dairy,316.24,119,51,Saturday,March,1,332.05
Fruits,81.83,138,100,Wednesday,June,0,91.65
Beverages,100.98,185,78,Wednesday,March,0,106.03
Frozen,249.38,409,18,Saturday,December,1,224.44
Fruits,97.93,459,19,Monday,June,0,88.14
Household,126.68,164,7,Sunday,February,1,114.01
Frozen,313.06,297,25,Sunday,March,1,281.75
Fruits,134.27,50,11,Saturday,November,1,134.27
Frozen,175.74,360,100,Sunday,February,1,196.83
Frozen,12.07,205,23,Sunday,May,1,12.07
Household,440.59,116,26,Friday,July,0,440.59
Frozen,408.54,3,95,Wednesday,August,0,457.56
Household,423.48,329,74,Thursday,July,0,444.65
Personal Care,454.31,246,9,Saturday,February,1,408.88
Vegetables,52.0,468,115,Tuesday,November,0,58.24
Dairy,232.2,99,95,Friday,February,0,260.06
Bakery,273.3,499,52,Wednesday,June,0,273.3
Dairy,389.89,480,28,Thursday,October,0,350.9
Vegetables,176.71,464,101,Monday,July,0,185.55
Fruits,442.3,446,54,Saturday,June,1,442.3
Household,313.83,481,97,Friday,February,0,329.52
Frozen,499.11,212,75,Thursday,July,0,524.07
Dairy,372.91,71,26,Thursday,May,0,372.91
Personal Care,290.33,294,102,Sunday,June,1,325.17
Bakery,425.3,121,58,Saturday,January,1,446.57
Personal Care,106.58,349,33,Tuesday,May,0,95.92
Bakery,427.27,80,56,Tuesday,February,0,448.63
Fruits,239.28,392,35,Saturday,May,1,239.28
Beverages,98.74,51,110,Tuesday,November,0,110.59
Personal Care,74.28,331,14,Sunday,December,1,66.85
Fruits,103.98,263,12,Saturday,December,1,93.58
Dairy,459.21,132,57,Tuesday,February,0,482.17
Fruits,170.06,17,85,Tuesday,October,0,190.47
Household,274.82,374,72,Wednesday,January,0,288.56
Vegetables,370.42,121,22,Thursday,February,0,370.42
Dairy,156.23,107,95,Wednesday,February,0,174.98
Snacks,165.74,219,94,Tuesday,November,0,185.63
Personal Care,498.15,34,90,Thursday,February,0,557.93
Bakery,447.97,195,30,Sunday,April,1,447.97
Household,137.98,322,11,Saturday,June,1,124.18
Personal Care,434.02,109,32,Saturday,November,1,434.02
Vegetables,473.06,86,42,Wednesday,February,0,473.06
Fruits,402.4,279,74,Tuesday,December,0,422.52
Beverages,25.98,473,70,Tuesday,October,0,25.98
Personal Care,177.09,283,89,Monday,March,0,185.94
Vegetables,466.28,178,59,Monday,November,0,489.59
Vegetables,214.63,489,88,Monday,October,0,225.36
Vegetables,486.21,219,96,Tuesday,June,0,544.56
Personal Care,302.49,101,14,Wednesday,June,0,272.24
